"codigo";"numero";"fecha";"catastro";"ubicacion";"calle";"forma_de_ocupacion";"b1";"b2";"b3";"b4";"b5";"n_pisos";"sub";"estado_calzada";"estado_acera";"estado_bordillo";"estado_parterre";"estado_vispeatonal";"aapp";"aass";"aall";"energia";"alumbradoPub";"telefonoFijo";"internet";"tvCable";"transportePub";"recoleccionBas";"barridoCalles";"fotografia";"forma_de_ocupacion";"plantaBaja";"primerPiso";"segundoPiso";"tercerPso";"cuartoPiso";"quintoPiso";"sextoPiso";"septimoPiso";"estado_edificacion";"relevoNombres";"relevoFecha";"revisoNombres";"revisoFecha";"revisoFirma";"aproboNombres";"aproboFecha";"aproboFirma";"sello"
"5420";;"2020-03-01";"1808020201024024_";"BARRIO SAN CCARLOS";"CALLE URBINA";"/continualf";"2";;;;;"2";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020201024024_1583086996.";"vivienda/comercio";"CONSULTORIO DENTAL";"VIVIENDA";;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5421";;"2020-03-01";"1808020204004024_";"BARRIO LA CIUDAD NUEVA";"CALLE LAS MAGNOLIAS";"aislada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020204004024_1583087237.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5422";;"2020-03-01";"1808020101018011_";"BARRIO CENTRAL";"ROCAFUERTE";"/continualf";"3";;;;;"3";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101018011_1583087264.";"vivienda/comercio";"DISTRIBUIDORA C'BASTIAN SPORT";"VIVIENDA";"VIVIENDA";;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5423";;"2020-03-01";"1808020201024025_";"BARRIO SAN CARLOS";"CALLE URBINA";"/continualf";"3";;;;;"3";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020201024025_1583087348.";"vivienda/comercio";"TIENDA S/N";"VIVIENDA";"VIVIENDA";;;;;;"**inexistente**";"JESúS ACOSTA";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5424";;"2020-03-01";"1808020101018010_";"BARRIO CENTRAL";"ROCAFUERTE";"/continualf";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101018010_1583087364.";"vivienda/comercio";"JENNY NEGOCIOS";"VIVIENDA";;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5425";;"2020-03-01";"1808020204004002_";"BARRIO LA CIUDAD NUEVA";"CALLE LOS GIRASOLES";"/pareada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020204004002_1583087408.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5426";;"2020-03-01";"1808020101018009_";"BARRIO CENTRAL";"ROCAFUERTE Y COLóN";"/continualf";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101018009_1583087548.";"/comercio";"ALMACéN MARCO ANTONIO";"ASESORíA TéCNICA Y CONSULTORíA AMBIENTAL";;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5427";;"2020-03-01";"1808020204004003_";"BARRIO LA CIUDAD NUEVA";"CALLE LOS GIRASOLES";"aislada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020204004003_1583087554.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5428";;"2020-03-01";"1808020101018008_";"BARRIO CENTRAL";"COLóN";"/continualf";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101018008_1583087852.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5429";;"2020-03-01";"1808020201024026_";"BARRIO SAN CARLOS";"CALLE URBINA";"/continualf";"4";;;;;"4";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020201024026_1583087869.";"/comercio/hoteleria";"BAZAR / HOTEL SAN LUIS";"HOTEL SAN LUIS";"HOTEL SAN LUIS";"HOTEL SAN LUIS";;;;;"**inexistente**";"JESúS ACOSTA";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5430";;"2020-03-01";"1808020101018007_";"BARRIO CENTRAL";"COLóN";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101018007_1583087971.";"/GARAGE";;;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5431";;"2020-03-01";"1808020204004023_";"BARRIO LA CIUDAD NUNCA";"CALLE LOS MAGNOLIAS";"/pareada";"2";"1";;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020204004023_1583088012.";"vivienda";"B1 VIVIENDA B2 CUBIERTA";"B1 VIVIENDA";;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5432";;"2020-03-01";"1808020101018006_";"BARRIO CENTRAL";"COLóN";"/continua";"4";;;;;"4";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101018006_1583088051.";"vivienda";"VIVIENDA EN OBRA GRIS";"VIVIENDA EN OBRA GRIS";"VIVIENDA EN OBRA GRIS";"VIVIENDA EN OBRA GRIS";;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5433";;"2020-03-01";"1808020201024027_";"BARRIO SAN CARLOS";"CALLE URBINA";"/continualf";"3";;;;;"3";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020201024027_1583088053.";"vivienda/comercio";"RESTAURANTE";"VIVIENDA";"VIVIENDA";;;;;;"**inexistente**";"JESúS ACOSTA";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5434";;"2020-03-01";"1808020101018005_";"BARRIO CENTRAL";"COLóN";"/continualf";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101018005_1583088111.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5435";;"2020-03-01";"1808020101018004_";"BARRIO CENTRAL";"COLóN";"/continualf";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101018004_1583088206.";"vivienda/comercio";"CASA MOYA";"VIVIENDA";;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5436";;"2020-03-01";"1808020101018003_";"BARRIO CENTRAL";"COLóN";"/continua";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101018003_1583088435.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5437";;"2020-03-01";"1808020101018002_";"BARRIO CENTRAL";"COLóN";"/continualf";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101018002_1583088505.";"/comercio";"PANADERíA ANAHí";;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5438";;"2020-03-01";"1808020201024001_";"BARRIO SAN CARLOS";"CALLE URBINA";"/continualf";"3";;;;;"3";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020201024001_1583088598.";"vivienda/comercio/salud";"LABORATORIO CLINICO / OFICINAS";"OFICINA";"VIVIENDA";;;;;;"**inexistente**";"JESúS ACOSTA";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5439";;"2020-03-01";"1808020104008027_";"BARRIO ROBALINO PAMBA";"AV LOS FRUTALES";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104008027_1583088796.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5440";;"2020-03-01";"1808020104008028_";"BARRIO ROBALINO PAMBA";"AV LOS FRUTALES";"/pareada";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104008028_1583088945.";"vivienda/comercio";"COPIADORA";"VIVIENDA";;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5441";;"2020-03-01";"1808020104008029_";"BARRIO ROBALINO PAMBA";"AV LOS FRUTALES";"/continualf";"1";"2";;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104008029_1583089206.";"vivienda";"VIVIENDA B2 VIVIENDA";"B2 VIVIENDA";;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;"Se relevo desde la av los frutales"
"5442";;"2020-03-01";"1808020203009009_";"BARRIO PRIMAVERA";"CALLE PRIMAVERA";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"bueno";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203009009_1583089285.";"/deporte";"CANCHA ABANDONADA";;;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-03-01";NULL;NULL;;NULL;NULL;;"Cancha abandonada"
"5443";;"2020-03-01";"1808020101018001_";"BARRIO CENTRAL";"COLóN Y RODRíGUEZ DE GUZMáN";"/pareada/ocup_ret_fron";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101018001_1583089328.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;"1";NULL;NULL;;
"5444";;"2020-03-01";"1808020104008047_";"BARRIO ROBALINO PAMBA";"AV LOS FRUTALES";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104008047_1583089494.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5445";;"2020-03-01";"1808020101018027_";"BARRIO CENTRAL";"RODRíGUEZ DE GUZMáN";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101018027_1583089697.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5446";;"2020-03-01";"1808020201024002_";"BARRIO SAN CARLOS";"CALLE S/N";"/continualf";"3";;;;;"3";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020201024002_1583089708.";"vivienda/comercio";"TIENDA Y VIVERES";"VIVIENDA";"VIVIENDA";;;;;;"**inexistente**";"JESúS ACOSTA";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5447";;"2020-03-01";"1808020201024003_";"BARRIO SAN CARLOS";"CALLE S/N";"/continualf";"1";;;;;"1";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020201024003_1583089821.";"vivienda/comercio";"LOCAL S/N - VIVIENDA";;;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5448";;"2020-03-01";"1808020101018026_";"BARRIO CENTRAL";"RODRíGUEZ DE GUZMáN";"/continualf";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101018026_1583089932.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5449";;"2020-03-01";"1808020104007006_";"BARRIO ROBALINO PAMBA";"AV LOS FRUTALES";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104007006_1583089957.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5450";;"2020-03-01";"1808020201024004_";"BARRIO SAN CARLOS";"CALLE S/N";"/continualf";"2";;;;;"2";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020201024004_1583089962.";"vivienda/comercio";"COMERCIAL SISALEMA";"VIVIENDA";;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5451";;"2020-03-01";"1808020203010009_";"BARRIO PRIMAVERA";"PASAJE S /N";;;;;;;NULL;;"malo";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020203010009_1583090235.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-03-01";NULL;NULL;;NULL;NULL;;"Agricultura, Agua de riego"
"5452";;"2020-03-01";"1808020201024005_";"BARRIO SAN CARLOS";"CALLE S/N";"/continualf";"4";;;;;"4";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020201024005_1583090237.";"vivienda/comercio";"LOCAL S/N";"VIVIENDA";;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5453";;"2020-03-01";"1808020101019004_";"BARRIO CENTRAL";"COLóN, ROCAFUERTE Y RODRíGUEZ DE GUZMáN";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101019004_1583090246.";"/comercio";"SUPER MERCADO&QUOT;24 DE MAYO&QUOT;";;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5454";;"2020-03-01";"1808020104007005_";"BARRIO ROBALINO PAMBA";"AV LOS FRUTALES";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104007007_1583090312.";"/comercio";"MERCADO DE HIERBA";;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;"Cuenta con dos cubiertas"
"5455";;"2020-03-01";"1808020203010010_";"BARRIO PRIMAVERA";"PASAJE S/N";;;;;;;NULL;;"malo";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020203010010_1583090326.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-03-01";NULL;NULL;;NULL;NULL;;"Agricultura, Agua de riego"
"5456";;"2020-03-01";"1808020203010026_";"BARRIO PRIMAVERA";"PASAJE S/N";;;;;;;NULL;;"malo";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020203010026_1583090384.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-03-01";NULL;NULL;;NULL;NULL;;"Agricultura, Agua de riego"
"5457";;"2020-03-01";"1808020101019001_";"BARRIO CENTRAL";"RODRíGUEZ DE GUZMáN Y ATIPILLAHUAZO";"/continualf";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101019001_1583090441.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5458";;"2020-03-01";"1808020203010027_";"BARRIO PRIMAVERA";"PASAJE S/N";;;;;;;NULL;;"malo";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020203010027_1583090504.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-03-01";NULL;NULL;;NULL;NULL;;"Agricultura, Agua de riego"
"5459";;"2020-03-01";"1808020201024006_";"BARRIO SAN CARLOS";"CALLE S/N";"/continualf";"4";;;;;"4";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020201024006_1583090615.";"vivienda/comercio";"LIBRERIA";"OFICINAS";"VIVIENDA";"VIVIENDA";;;;;"**inexistente**";"JESúS ACOSTA";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5460";;"2020-03-01";"1808020101019002_";"BARRIO CENTRAL";"ATIPILLAHUAZO";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101019002_1583090618.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5461";;"2020-03-01";"1808020104007004_";"BARRIO ROBALINO PAMBA";"AV LOS FRUTALES";"/pareada";"1";;;;;"1";;"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104007004_1583090641.";"/comercio";"LOCALES";;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5462";;"2020-03-01";"1808020101019003_";"BARRIO CENTRAL";"ATIPILLAHUAZO Y ROCAFUERTE";"/continualf";"3";;;;;"3";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101019003_1583090709.";"/educacion";"CENTRO INFANTIL LAS ABEJITAS";"CENTRO INFANTIL LAS ABEJITAS";"CENTRO INFANTIL LAS ABEJITAS";;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5463";;"2020-03-01";"1808020104007003_";"BARRIO ROBALINO PAMBA";"AV LOS FRUTALES";"aislada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104007003_1583090808.";"vivienda";"CASA ABANDONADA";;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5464";;"2020-03-01";"1808020201024007_";"BARRIO SAN CARLOS";"CALLE S/N";"/pareada/ocup_ret_fron";"2";"1";"1";;;"2";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020201024007_1583090836.";"vivienda/comercio";"B1 LOCAL S/N / B2 VIVIENDA  / B3 VIVIENDA";"B1 VIVIENDA";;;;;;;"**inexistente**";"JESúS ACOSTA";"2020-03-01";NULL;NULL;"2";NULL;NULL;;
"5465";;"2020-03-01";"1808020101020004_";"24 DE MAYO";"VíA A COCHALO";"/pareada/ocup_ret_fron";"2";;;;;"2";;"bueno";"regular";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101020004_1583090891.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;"2";NULL;NULL;;
"5466";;"2020-03-01";"1808020104008015_";"CIUDAD NUEVA PILLARO";"CALLE LAS MORAS";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104008015_1583090986.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"LILIBETH LOPEZ";"2020-03-01";NULL;NULL;;NULL;NULL;;"Lote vacío"
"5467";;"2020-03-01";"1808020203010017_";"BARRIO PRIMAVERA";"CALLE S/N";;;;;;;NULL;;"malo";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020203010017_1583091073.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-03-01";NULL;NULL;;NULL;NULL;;"Agricultura"
"5468";;"2020-03-01";"1808020201024008_";"BARRIO SAN MARCOS";"CALLE S/N Y CALLE CARLOS TAMAYO";"/continualf";"3";;;;;"3";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020201024008_1583091282.";"vivienda/comercio";"LOCAL S/N / VIVIENDA";"VIVIENDA";"VIVIENDA";;;;;;"**inexistente**";"JESúS ACOSTA";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5469";;"2020-03-01";"1808020203010016_";"BARRIO PRIMAVERA";"PASAJE S/N";;;;;;;NULL;;"malo";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020203010016_1583091295.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-03-01";NULL;NULL;;NULL;NULL;;"Agricultura"
"5470";;"2020-03-01";"1808020101020003_";"24 DE MAYO";"VíA A COCHALO";"/continualf";"2";;;;;"2";;"bueno";"regular";"**inexistente**";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020101020003_1583091306.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"MARLON GUDIñO";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5471";;"2020-03-01";"1808020104007007_";"BARRIO ROBALINO PAMBA";"CALLE LAS MORAS";"aislada";"3";;;;;"3";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104007007_1583091468.";"vivienda";"VIVIENDA";"VIVIENDA";"VIVIENDA";;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5472";;"2020-03-01";"1808020203010015_";"BARRIO PRIMAVERA";"CALLE ADOLFO BARRIGA";"/pareada";"2";"1";"1";;;"2";;"bueno";"**inexistente**";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203010015_1583091692.";"vivienda/AGRICULTURA";"B1: VIVIENDA B2: VIVIENDA B3: BAñO";;;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-03-01";NULL;NULL;;NULL;NULL;;"Agricultura y vivienda"
"5473";;"2020-03-01";"1808020202006003_";"LOTIZACIóN VALLE HERMOSA";"ADOLFO  BARRIGA";;;;;;;NULL;;"malo";"**inexistente**";"**inexistente**";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"1808020202006003_1583091692.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"MARíA ALEJANDRA MONTES LOOR";"2020-03-01";NULL;NULL;;NULL;NULL;;"Agricultura"
"5474";;"2020-03-01";"1808020201024009_";"BARRIO SAN CARLOS";"CALLE CARLOS TAMAYO";"/continualf";"3";;;;;"3";;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020201024009_1583091728.";"vivienda/comercio";"RESTAURANTE";"VIVIENDA";"VIVIENDA";;;;;;"**inexistente**";"JESúS ACOSTA";"2020-03-01";NULL;NULL;;NULL;NULL;;
"5475";;"2020-03-01";"1808020104007008_";"BARRIO ROBALINO PAMBA";"CALLE LAS MORAS";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020104007008_1583091746.";"/AGRICULTURA";;;;;;;;;"**inexistente**";"GABRIELA VALLEJOS";"2020-03-01";NULL;NULL;;NULL;NULL;;
