"codigo";"numero";"fecha";"catastro";"ubicacion";"calle";"forma_de_ocupacion";"b1";"b2";"b3";"b4";"b5";"n_pisos";"sub";"estado_calzada";"estado_acera";"estado_bordillo";"estado_parterre";"estado_vispeatonal";"aapp";"aass";"aall";"energia";"alumbradoPub";"telefonoFijo";"internet";"tvCable";"transportePub";"recoleccionBas";"barridoCalles";"fotografia";"forma_de_ocupacion";"plantaBaja";"primerPiso";"segundoPiso";"tercerPso";"cuartoPiso";"quintoPiso";"sextoPiso";"septimoPiso";"estado_edificacion";"relevoNombres";"relevoFecha";"revisoNombres";"revisoFecha";"revisoFirma";"aproboNombres";"aproboFecha";"aproboFirma";"sello"
"496";;"2020-02-20";"1808020203011008_";"CIUDADELA DEL CHOFER";"CALLE SIN NOMBRE";"/continua";"1";;;;;"1";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203011008_1582249480.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"497";;"2020-02-20";"1808020103001012_";"EL BELéN";"SIN NOMBRE";"/pareada";"2";;;;;"2";;"malo";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020103001012_1582249493.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"bueno";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"498";;"2020-02-20";"1808020203002025_";"EL CHOFER";"LUIS SALINAS";;;;;;;NULL;;"bueno";"bueno";"**inexistente**";"**inexistente**";"**inexistente**";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203002025_1582249525.";"/LOTE VACIO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"499";;"2020-02-20";"1808020103008060_";"ORQUíDEAS";"UNIóN / SIN NOMBRE";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008060_1582249536.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"500";;"2020-02-20";"1808020203013029_";"CIUDADELA DEL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203013029_1582249591.";"/VACIO";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"501";;"2020-02-20";"1808020103001022_";"éL BELéN";"SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020103001022_1582249617.";"/SIN ACCESO";;;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"502";;"2020-02-20";"1808020103008063_";"ORQUíDEAS";"UNIóN / CALLE SIN NOMBRE";"/pareada";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008063_1582249669.";"vivienda";"VIVIENDA";"EN CONSTRUCCIóN";;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"503";;"2020-02-20";"1808020203002023_";"EL CHOFER";"LUIS SALINAS / CALLE SIN NOMBRE";"/pareada";"2";;;;;"2";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203002023_1582249688.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"504";;"2020-02-20";"1808020103001011_";"EL BELéN";"SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020103001011_1582249732.";"/SIN ACCESO";;;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"505";;"2020-02-20";"1808020203011007_";"CUIDADEA DEL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203011007_1582249742.";"/VACIO";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"506";;"2020-02-20";"1808020103015001_";"ORQUíDEAS";"CALLE UNIóN Y CALLE 1";"/pareada";"1";;;;;"1";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103015001_1582249810.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"507";;"2020-02-20";"1808020203003030_";"EL CHOFER";"AV RUMIñAHUI";;;;;;;NULL;;"malo";"malo";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808020203003030_1582249849.";"/LOTE VACIO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"508";;"2020-02-20";"1808020203011006_";"CIUDADELA DEL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203011006_1582249869.";"/VACIO";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"509";;"2020-02-20";"1808020103008007_";"EL BELéN";"ATAHUALPA";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008007_1582249912.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"510";;"2020-02-20";"1808020103015011_";"ORQUíDEAS";"TRANQUILLA/ UNIóN";"/continua";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103015011_1582249916.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"511";;"2020-02-20";"1808020203002028_";"EL CHOFER";"LUIS SALINAS";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203002028_1582249952.";"/LOTE VACIO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"512";;"2020-02-20";"1808020203013030_";"CIUDADELA DEL CHOFER";"CALLE SIN NOMBRE";"/continua";"2";;;;;"2";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203013030_1582249994.";"vivienda";"VIVIENDA EN OBRA GRIS";;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"513";;"2020-02-20";"1808020103008015_";"EL BELéN";"ATAHUALPA";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020104008015_1582250009.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"514";;"2020-02-20";"1808020103008085_";"ORQUíDEAS";"CALLE SIN NOMBRE/ CALLE 2";"/pareada";"2";;;;;"2";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008085_1582250023.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"515";;"2020-02-20";"1808020203011005_";"CIUDADELA DEL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203011005_1582250095.";;;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"516";;"2020-02-20";"1808020103008006_";"EL BELéN";"ATAHUALPA";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008006_1582250105.";"/AGRíCOLA";;;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"517";;"2020-02-20";"1808020203002026_";"EL CHOFER";"LUIS SALINAS";"/pareada";"2";;;;;"2";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203002026_1582250159.";"/educacion";"ASOCIACION DE ARTESANOS INTERPROFECIONALES &QUOT;RUMIñAHUI&QUOT;";"ASOCIACION DE ARTESANOS INTERPROFECIONALES &QUOT;RUMIñAHUI&QUOT;";;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"518";;"2020-02-20";"1808020103008087_";"ORQUíDEAS";"CALLE SIN NOMBRE/ CALLE 2";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008087_1582250161.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"519";;"2020-02-20";"1808020103008014_";"EL BELéN";"ATAHUALPA";"/pareada";"2";;;;;"2";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008014_1582250195.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"520";;"2020-02-20";"1808020203013031_";"CIUDADELA DEL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203013031_1582250200.";"/VACIO";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"521";;"2020-02-20";"1808020103008088_";"ORQUíDEAS";"CALLE SIN NOMBRE/ CALLE 2";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008088_1582250258.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"522";;"2020-02-20";"1808020203002024_";"EL CHOFER";"LUIS SALINAS";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203002024_1582250260.";"/LOTE VACIO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"523";;"2020-02-20";"1808020103008012_";"EL BELéN";"SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008012_1582250260.";"/AGRíCOLA";;;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"524";;"2020-02-20";"1808020203013032_";"CIUDADELA DEL CUOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203013032_1582250322.";"/VACIO";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"525";;"2020-02-20";"1808020103008013_";"EL BELéN";"SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008013_1582250329.";"/AGRíCOLA";;;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"526";;"2020-02-20";"1808020103008090_";"LAS ORQUíDEAS";"CALLE SIN NOMBRE/ CALLE 2";"/pareada";"1";;;;;"1";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008090_1582250352.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"527";;"2020-02-20";"1808020203002022_";"EL CHOFER";"LUIS SALINAS / SN";"/continua";"2";;;;;"2";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203002022_1582250379.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"528";;"2020-02-20";"1808020203011004_";"CIUDADELA DEL CHOFER";"CALLE SIN NOMBRE";"/continua";"3";;;;;"3";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203011004_1582250457.";"vivienda";"VIVIENDA";"VIVIENDA";"VIVIENDA";;;;;;"bueno";"FERNANDO VIERA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"529";;"2020-02-20";"1808020103008154_";"ORQUíDEAS";"CALLE SIN NOMBRE/ CALLE 2";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008154_1582250484.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"530";;"2020-02-20";"1808020203002020_";"EL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203002020_1582250487.";"/LOTE VACIO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"531";;"2020-02-20";"1808020103008011_";"EL BELéN";"HéROES DEL 41";"/continualf";"1";"1";;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008011_1582250494.";"vivienda";"B1 VIVIENDA / B2: VIVIENDA";;;;;;;;"regular";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"532";;"2020-02-20";"1808020103008153_";"ORQUíDEAS";"CALLE SIN NOMBRE/ CALLE 1";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008153_1582250589.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"533";;"2020-02-20";"1808020103008005_";"EL BELéN";"SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008005_1582250615.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"534";;"2020-02-20";"1808020203013033_";"CIUDADELA DEL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203013033_1582250616.";"/AGRICOLA";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"535";;"2020-02-20";"1808020103008152_";"ORQUíDEAS";"CALLE SIN NOMBRE/ CALLE 1";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008152_1582250675.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"536";;"2020-02-20";"1808020203002018_";"EL CHOFER";"CALLE SIN NOMBRE / LUIS SALINAS";"/pareada";"2";;;;;"2";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203002018_1582250676.";"vivienda";"VIVIENDA";"VIVIENDA";;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"537";;"2020-02-20";"1808020103008004_";"EL BELéN";"SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008004_1582250709.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"538";;"2020-02-20";"1808020103008094_";"ORQUíDEAS";"LA TRANQUILLA";"/pareada";"1";;;;;"1";;"bueno";"malo";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020103008094_1582250744.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"539";;"2020-02-20";"1808020203011003_";"CIUDADELA DEL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203011003_1582250765.";"/VACIO";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"540";;"2020-02-20";"1808020203002016_";"EL CHOFER";"LUIS SALINAS / CALLE SIN NOMBRE";"/continua";"1";;;;;"1";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203002016_1582250776.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"542";;"2020-02-20";"1808020103008095_";"ORQUíDEAS";"LA TRANQUILLA";;;;;;;NULL;;"bueno";"malo";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020103008095_1582250836.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"543";;"2020-02-20";"1808020103008002_";"EL BELéN";"SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020103008002_1582250850.";"/AGRíCOLA";;;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"544";;"2020-02-20";"1808020103002020_";"EL BELéN";"SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020103002020_1582250939.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"545";;"2020-02-20";"1808020203002012_";"EL CHOFER";"CARLOS TAMAYO";"/pareada";"3";"1";;;;"3";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203002012_1582250942.";"vivienda";"B1 CONSTRUCCION                       B2 VIVIENDA";"B1 CONSTRUCCION";"B1 CONSTRUCCION";;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"546";;"2020-02-20";"1808020103008097_";"ORQUíDEAS";"TRANQUILLA / CALLE SIN NOMBRE";;;;;;;NULL;;"bueno";"malo";"bueno";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"NO";"SI";"NO";"SI";"NO";"1808020103008097_1582250947.";"/LOTE AGRICOLA";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;"SIEMBRA DE HABAS"
"547";;"2020-02-20";"1808020203013034_";"CIUDADELA DEL CHOFER";"CALLE SIN NOMBRE";"/continua";"1";;;;;"1";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203013034_1582250953.";"vivienda";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"548";;"2020-02-20";"1808020103002022_";"EL BELéN";"SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020103002022_1582250990.";"/LOTE VACIO";;;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"549";;"2020-02-20";"1808020203002013_";"EL CHOFER";"LUIS SALINAS / CARLOS TAMAYO";;;;;;;NULL;;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203002013_1582251032.";"/LOTE VACIO";;;;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"550";;"2020-02-20";"1808020103008109_";"ORQUíDEAS";"CALLE SIN NOMBRE/ LA TRANQUILLA";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020103008109_1582251036.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"JENNY ESPARZA";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"551";;"2020-02-20";"1808020103002001_";"EL BELéN";"SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020103002001_1582251044.";"/LOTE VACíO";;;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"552";;"2020-02-20";"1808020203011002_";"CIUDADELA DEL CHOFER";"CALLE SIN NOMBRE";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203011002_1582251067.";"/infraestructura";"MECANICA";;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"3048";;"2020-02-28";"1808560301007001_";"POALO";"CALLE 5";;;;;;;NULL;;"regular";"regular";"regular";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"1808560301007001_1582926551.";"/deporte/recreación";;;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-28";NULL;NULL;;NULL;NULL;;"Parque central"
"554";;"2020-02-20";"1808020203002021_";"EL CHOFER";"LUIS SALINAS / CALLE SIN NOMBRE";"/continua";"2";;;;;"2";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"1808020203002021_1582251165.";"vivienda";"VIVIENDA";"VIVENDA";;;;;;;"**inexistente**";"SANDRA QUISHPE";"2020-02-20";;"0000-00-00";;;"0000-00-00";;
"555";;"2020-02-20";"1808020103003013_";"LA TRANQUILLA";"TRANQUILLA";"aislada";"1";;;;;"1";;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"1808020103003013_1582251165.";"vivienda";"VIVIENDA";;;;;;;;"**inexistente**";"CARLOS VELASTEGUI";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"556";;"2020-02-20";"1808020203011001_";"CIUDADELA DEL  CHOFER";"LAS ORQUIDEAS";;;;;;;NULL;;"malo";"malo";"malo";"**inexistente**";"**inexistente**";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"1808020203011001_1582251190.";"/VACIO";;;;;;;;;"**inexistente**";"FERNANDO VIERA";"2020-02-19";;"0000-00-00";;;"0000-00-00";;
"6114";;"2020-03-16";"1808020202003005_";"29 DE JULIO";"ADOLFO BARRIGA Y NARVáEZ";"/pareada";"3";;;;;"3";;"bueno";"bueno";"bueno";"**inexistente**";"**inexistente**";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"1808020202003005_1584368869.";"vivienda";"VIVIENDA";"VIVIENDA";"VIVIENDA";;;;;;"**inexistente**";"LENIN SANTIAGO MOYA ÁLVAREZ";"2020-03-16";NULL;NULL;;NULL;NULL;;
